  -0.0169490342    1.5261534461    1.9886630074
  -0.0573871350    1.2968175804    1.9886630074
  -0.0169490342    1.0674817147    1.9886630074
   0.0994878363    0.8658071390    1.9886630074
  -0.0103574269    1.9203210856    1.9044997292
  -0.1504866420    1.7377011371    1.9044997292
  -0.2385755492    1.5250357027    1.9044997292
  -0.2686210350    1.2968175804    1.9044997292
  -0.2385755492    1.0685994582    1.9044997292
  -0.1504866420    0.8559340238    1.9044997292
   0.0055695504    2.1929259171    1.7979914179
  -0.1728624516    2.0413644085    1.7979914179
  -0.3145415684    1.8549887177    1.7979914179
  -0.4128430418    1.6425135649    1.7979914179
  -0.4631704043    1.4138740521    1.7979914179
  -0.4631704043    1.1797611088    1.7979914179
  -0.4128430418    0.9511215959    1.7979914179
   0.1136639866    2.4654140264    1.6703867859
  -0.0869700833    2.3574482295    1.6703867859
  -0.2651018438    2.2153928908    1.6703867859
  -0.4150059935    2.0438137858    1.6703867859
  -0.5318644895    1.8482256082    1.6703867859
  -0.6119214039    1.6349147228    1.6703867859
  -0.6526036413    1.4107371171    1.6703867859
  -0.6526036413    1.1828980437    1.6703867859
   0.3242751994    2.7118007329    1.5231818810
  -0.7890578628    1.6424298114    1.5231818810
  -0.8263397907    1.4130248935    1.5231818810
  -0.8263397907    1.1806102673    1.5231818810
   0.6131460783    2.8973578962    1.3581025460
  -0.9711030448    1.5245982166    1.3581025460
  -0.9873942375    1.2968175804    1.3581025460
   0.8400197742    3.0200943889    1.1770841852
   0.6131460783    3.0349644765    1.1770841852
   1.0100722353    3.1092378145    0.9822490734
   0.7843385128    3.1442781698    0.9822490734
   1.3463297347    3.1046510312    0.7758814741
   1.1273653942    3.1786779777    0.7758814741
   0.9011825418    3.2262877293    0.7758814741
   1.6580530959    3.0296012940    0.5604008588
   1.4537196569    3.1374169753    0.5604008588
   1.2384280558    3.2212376287    0.5604008588
   1.0149849479    3.2799705237    0.5604008588
   2.0985600676    2.7418506330    0.3383335407
   1.9305790954    2.8964880115    0.3383335407
   1.7466062710    3.0317075579    0.3383335407
   1.5488747753    3.1458678902    0.3383335407
   1.3397848008    3.2375832565    0.3383335407
   1.1218744165    3.3057403565    0.3383335407
   2.3786090805    0.2115915070    0.3383335407
   2.3995530691    2.3949178758    0.1122830560
   2.2679107287    2.5847726058    0.1122830560
